Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Org> >*)
  0.00     10.24     0.00        1     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_insert_unique<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_unique_pos(int const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<long, std::pair<long const, PortType>, std::_Select1st<std::pair<long const, PortType> >, std::less<long>, std::allocator<std::pair<long const, PortType> > >::_M_erase(std::_Rb_tree_node<std::pair<long const, PortType> >*)
  0.00     10.24     0.00        1     0.00     0.00  std::basic_ostream<char, std::char_traits<char> >& std::endl<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&) [clone .constprop.2306]
  0.00     10.24     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2015 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.10% of 10.24 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     52.0    5.31    0.01                 MemWrapper::sendBurstResp() [1]
                0.01    0.00   26132/52264       sc_core::sc_signal<BurstOp, (sc_core::sc_writer_policy)0>::write(BurstOp const&) [18]
                0.00    0.00   13203/13203       BurstOp::getDepartMemTime() const [98]
                0.00    0.00   12929/40233       BurstOp::BurstOp(bool) [78]
                0.00    0.00   11962/11962       BurstOp::ramToReq(std::vector<char, std::allocator<char> > const&) [103]
                0.00    0.00    1241/1241        BurstOp::reqToRam(std::vector<char, std::allocator<char> >&) [105]
-----------------------------------------------
                                                 <spontaneous>
[2]     39.8    4.07    0.01                 MemWrapper::respMonitor() [2]
                0.01    0.00   13203/13203       MemWrapper::getMinArriveTime(std::vector<long, std::allocator<long> > const&) [41]
                0.00    0.00   26440/511268      std::_Function_base::_Base_manager<void MemWrapper::run_acc<ramulator::DDR3>(ramulator::Config const&, ramulator::Memory<ramulator::DDR3, ramulator::Controller>&)::{lambda(ramulator::Request&)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<void MemWrapper::run_acc<ramulator::DDR3>(ramulator::Config const&, ramulator::Memory<ramulator::DDR3, ramulator::Controller>&)::{lambda(ramulator::Request&)#1}> const&, std::_Manager_operation) [34]
                0.00    0.00   13203/13203       BurstOp::setArriveMemTime(long) [95]
                0.00    0.00   13203/13203       BurstOp::setDepartMemTime(long) [96]
                0.00    0.00   13203/13203       MemWrapper::getMaxDepartTime(std::vector<long, std::allocator<long> > const&) [88]
-----------------------------------------------
                0.05    0.37       1/1           void MemWrapper::start_run<ramulator::DDR3>(ramulator::Config const&, ramulator::DDR3*, std::vector<char const*, std::allocator<char const*> > const&) [4]
[3]      4.1    0.05    0.37       1         void MemWrapper::run_acc<ramulator::DDR3>(ramulator::Config const&, ramulator::Memory<ramulator::DDR3, ramulator::Controller>&) [3]
                0.05    0.08 1719008/1719008     std::_Function_handler<std::_List_iterator<ramulator::Request> (std::_List_iterator<ramulator::Request>, std::_List_iterator<ramulator::Request>), ramulator::Scheduler<ramulator::DDR3>::compare::{lambda(std::_List_iterator<ramulator::Request>, std::_List_iterator<ramulator::Request>)#4}>::_M_invoke(std::_Any_data const&, std::_List_iterator<ramulator::Request>&&, std::_Any_data const) [6]
                0.00    0.05 1304087/1304087     std::_Function_handler<std::_List_iterator<ramulator::Request> (std::_List_iterator<ramulator::Request>, std::_List_iterator<ramulator::Request>), ramulator::Scheduler<ramulator::DDR3>::compare::{lambda(std::_List_iterator<ramulator::Request>, std::_List_iterator<ramulator::Request>)#2}>::_M_invoke(std::_Any_data const&, std::_List_iterator<ramulator::Request>&&, std::_Any_data const) [12]
                0.00    0.05   23976/23976       std::_Function_handler<void (ramulator::Request&), void MemWrapper::run_acc<ramulator::DDR3>(ramulator::Config const&, ramulator::Memory<ramulator::DDR3, ramulator::Controller>&)::{lambda(ramulator::Request&)#1}>::_M_invoke(std::_Any_data const&, ramulator::Request&) [13]
                0.00    0.03   58897/58897       ramulator::Memory<ramulator::DDR3, ramulator::Controller>::send(ramulator::Request) [17]
                0.02    0.00 2760350/3626117     ramulator::DRAM<ramulator::DDR3>::check_row_hit(ramulator::DDR3::Command, int const*) [15]
                0.02    0.00 1320702/1320702     std::vector<int, std::allocator<int> >::vector<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, void>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int> const&) [20]
                0.01    0.00  291957/291957      void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_emplace_back_aux<std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> > const&) [25]
                0.01    0.00 1041364/1527738     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [19]
                0.00    0.01   16942/16942       ramulator::Controller<ramulator::DDR3>::issue_cmd(ramulator::DDR3::Command, std::vector<int, std::allocator<int> > const&) [30]
                0.01    0.00   54392/54392       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [37]
                0.00    0.01   98199/98199       MemWrapper::getMemReq(ramulator::Request&) [45]
                0.00    0.00  159378/6205568     ramulator::DRAM<ramulator::DDR3>::decode(ramulator::DDR3::Command, int const*) [7]
                0.00    0.00  120259/511268      std::_Function_base::_Base_manager<void MemWrapper::run_acc<ramulator::DDR3>(ramulator::Config const&, ramulator::Memory<ramulator::DDR3, ramulator::Controller>&)::{lambda(ramulator::Request&)#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<void MemWrapper::run_acc<ramulator::DDR3>(ramulator::Config const&, ramulator::Memory<ramulator::DDR3, ramulator::Controller>&)::{lambda(ramulator::Request&)#1}> const&, std::_Manager_operation) [34]
                0.00    0.00   16826/93682       Stats::VectorBase<Stats::Vector, Stats::Scalar>::operator[](unsigned int) [35]
                0.00    0.00   40822/196756      ramulator::Request::~Request() [46]
                0.00    0.00   14362/23976       std::deque<ramulator::Request, std::allocator<ramulator::Request> >::push_back(ramulator::Request const&) [51]
                0.00    0.00    4769/7992        void std::deque<ramulator::Request, std::allocator<ramulator::Request> >::_M_push_back_aux<ramulator::Request const&>(ramulator::Request const&) [52]
                0.00    0.00   71218/6134350     ramulator::DRAM<ramulator::DDR3>::check(ramulator::DDR3::Command, int const*, long) [33]
                0.00    0.00       1/1           ramulator::Request::Request(std::vector<int, std::allocator<int> >&, ramulator::Request::Type, std::function<void (ramulator::Request&)>, int) [55]
                0.00    0.00  113713/113713      std::_Function_handler<std::vector<int, std::allocator<int> > (ramulator::DDR3::Command), ramulator::RowPolicy<ramulator::DDR3>::policy::{lambda(ramulator::DDR3::Command)#2}>::_M_invoke(std::_Any_data const&, ramulator::DDR3::Command&&) [68]
                0.00    0.00   46304/46304       ramulator::DRAM<ramulator::DDR3>::check_row_open(ramulator::DDR3::Command, int const*) [75]
                0.00    0.00   33652/33652       ramulator::DRAM<ramulator::DDR3>::update_serving_requests(int const*, int, long) [79]
                0.00    0.00    1241/13203       void std::__cxx11::list<long, std::allocator<long> >::_M_insert<long>(std::_List_iterator<long>, long&&) [100]
-----------------------------------------------
                0.00    0.42       1/1           MemWrapper::runMemSim() [5]
[4]      4.1    0.00    0.42       1         void MemWrapper::start_run<ramulator::DDR3>(ramulator::Config const&, ramulator::DDR3*, std::vector<char const*, std::allocator<char const*> > const&) [4]
                0.05    0.37       1/1           void MemWrapper::run_acc<ramulator::DDR3>(ramulator::Config const&, ramulator::Memory<ramulator::DDR3, ramulator::Controller>&) [3]
                0.00    0.00      20/150273      std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, ramulator::WideIO2::Speed, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > >::map(std::initializer_list<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > const&) [67]
                0.00    0.00       6/103         Stats::Stat<Stats::Scalar>::Stat() [113]
                0.00    0.00       4/64          std::deque<long, std::allocator<long> >::resize(unsigned long, long const&) [122]
                0.00    0.00       1/1           ramulator::DDR3::set_rank_number(int) [239]
                0.00    0.00       1/1           ramulator::DDR3::set_channel_number(int) [240]
                0.00    0.00       1/1           ramulator::DRAM<ramulator::DDR3>::DRAM(ramulator::DDR3*, ramulator::DDR3::Level) [242]
                0.00    0.00       1/1           ramulator::DRAM<ramulator::DDR3>::regStats(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [241]
